Tamano del Vector;B1:Mejor Tiempo (us); B1:Peor Tiempo(us); B1:Tiempo Medio(us);;B2:Mejor Tiempo (us); B2:Peor Tiempo(us); B2:Tiempo Medio(us);;BInter:Mejor Tiempo (us); BInter:Peor Tiempo(us); BInter:Tiempo Medio(us)
54000;552.200000;816.300000;677.930000;;540.200000;958.500000;671.880000;;7.500000;47.800000;12.350000
55000;566.700000;722.900000;615.620000;;553.600000;702.500000;616.170000;;7.400000;12.900000;9.460000
56000;559.000000;674.800000;606.040000;;559.900000;713.400000;617.960000;;7.700000;10.500000;8.560000
57000;567.000000;742.900000;617.310000;;564.700000;724.800000;624.410000;;7.800000;13.900000;9.350000
58000;585.400000;794.000000;641.990000;;606.100000;815.300000;663.410000;;8.600000;25.800000;14.540000
59000;596.400000;769.400000;640.370000;;594.100000;745.600000;648.700000;;8.000000;22.200000;11.330000
60000;609.800000;742.700000;649.620000;;605.400000;687.400000;644.590000;;7.700000;12.900000;8.850000
61000;593.200000;718.800000;621.690000;;592.800000;724.200000;631.290000;;7.900000;9.600000;8.670000
62000;594.800000;682.500000;631.200000;;609.900000;660.100000;624.900000;;8.000000;9.800000;8.690000
63000;615.000000;737.200000;673.890000;;616.300000;708.000000;658.560000;;8.200000;11.800000;9.360000
64000;634.700000;733.800000;676.250000;;614.100000;698.800000;643.920000;;8.400000;10.600000;9.220000
65000;628.200000;831.900000;686.260000;;621.500000;925.700000;709.670000;;8.500000;17.100000;11.370000
66000;722.500000;762.100000;744.350000;;713.700000;808.500000;740.600000;;16.800000;74.800000;24.070000
67000;757.100000;802.900000;773.510000;;733.100000;819.300000;754.830000;;17.900000;22.500000;19.450000
68000;771.400000;925.600000;824.420000;;783.700000;1027.300000;865.050000;;19.300000;45.200000;28.580000
69000;752.000000;860.600000;784.880000;;763.100000;977.200000;813.000000;;17.900000;20.100000;19.060000
70000;773.300000;850.500000;797.270000;;771.200000;897.500000;791.260000;;17.600000;20.400000;19.130000
71000;787.300000;922.700000;811.560000;;777.800000;947.000000;810.870000;;17.300000;20.800000;18.940000
72000;815.600000;913.100000;838.240000;;801.100000;841.700000;820.910000;;17.500000;20.100000;18.820000
73000;823.800000;933.600000;842.280000;;818.700000;883.200000;842.490000;;18.300000;23.700000;20.470000
74000;803.800000;886.100000;822.880000;;800.000000;912.300000;824.300000;;17.900000;22.700000;20.020000
75000;838.700000;1188.600000;947.550000;;846.900000;1123.900000;903.840000;;18.300000;26.600000;20.550000
76000;848.300000;1046.600000;912.890000;;862.700000;992.100000;885.970000;;18.300000;23.300000;19.810000
77000;842.300000;1292.700000;930.890000;;844.600000;1096.600000;910.570000;;18.700000;27.900000;21.050000
78000;865.800000;1135.500000;959.180000;;901.200000;1202.500000;1004.730000;;20.900000;37.700000;25.970000
79000;854.400000;1121.700000;931.820000;;872.800000;1082.100000;942.620000;;19.600000;40.900000;24.800000
80000;951.600000;1170.300000;1035.360000;;969.900000;1259.200000;1095.440000;;122.200000;165.800000;138.560000
81000;1090.900000;1595.100000;1293.070000;;1077.700000;1650.800000;1246.170000;;121.500000;202.900000;137.340000
82000;996.200000;1408.700000;1097.170000;;996.300000;1293.900000;1115.830000;;126.900000;170.300000;141.750000
83000;1001.500000;1212.300000;1084.260000;;1010.500000;1262.300000;1097.710000;;127.600000;162.800000;142.550000
84000;1032.500000;1321.000000;1127.300000;;1020.700000;1476.500000;1173.240000;;130.200000;183.200000;146.020000
85000;1044.600000;1273.900000;1102.450000;;1059.700000;1185.000000;1116.340000;;130.600000;164.700000;141.390000
86000;1015.200000;1334.400000;1075.530000;;1060.600000;1177.800000;1086.530000;;166.500000;183.400000;174.740000
87000;925.000000;1204.000000;1021.740000;;905.800000;1114.600000;943.550000;;21.600000;83.900000;28.030000
88000;934.200000;1250.400000;1019.770000;;956.200000;1107.000000;1007.920000;;22.000000;24.000000;22.580000
89000;974.700000;1484.700000;1092.700000;;949.200000;1367.400000;1038.120000;;21.700000;34.300000;25.320000
90000;996.600000;1304.500000;1089.320000;;1037.900000;1402.000000;1133.240000;;24.800000;38.100000;27.940000
91000;968.700000;1301.900000;1032.530000;;999.600000;1131.300000;1048.280000;;22.100000;28.900000;25.200000
92000;975.700000;1157.500000;1021.280000;;970.300000;1080.600000;1004.220000;;22.700000;24.900000;23.280000
93000;923.000000;1148.300000;978.880000;;1007.800000;1151.700000;1065.150000;;93.700000;122.300000;101.710000
94000;947.200000;1258.400000;1016.190000;;1012.700000;1159.500000;1054.330000;;75.400000;126.300000;89.860000
95000;955.000000;1434.700000;1086.140000;;1040.100000;1193.700000;1105.300000;;95.800000;127.300000;106.160000
96000;945.900000;1382.000000;1029.010000;;1028.500000;1367.700000;1089.710000;;109.200000;126.000000;113.840000
97000;949.600000;1400.500000;1046.860000;;1054.100000;1264.700000;1109.370000;;118.800000;174.100000;134.790000
98000;1042.900000;1338.200000;1096.310000;;1080.100000;1219.700000;1123.640000;;79.300000;120.200000;85.790000
99000;956.800000;1286.500000;1005.730000;;1046.700000;1259.200000;1072.470000;;104.000000;160.100000;124.120000
100000;972.700000;1268.100000;1014.890000;;1055.300000;1489.700000;1111.580000;;114.000000;117.800000;115.380000
