Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
1000;5;2717.000000;2807.300000;2753.040000
1000;10;2416.800000;2489.900000;2446.000000
1000;15;2365.100000;2877.600000;2575.560000
1000;20;2338.700000;2439.500000;2374.100000
1000;25;2360.000000;2391.400000;2374.880000
1000;30;2335.500000;2366.100000;2353.100000
1000;35;2596.200000;2650.200000;2633.320000
1000;40;2587.800000;2720.000000;2642.040000
1000;45;2615.400000;2631.300000;2625.160000
1000;50;2599.400000;2645.200000;2623.260000
1000;55;2608.900000;2655.900000;2631.240000
1000;60;2609.800000;2684.900000;2655.380000
1000;65;3457.500000;3979.700000;3579.560000
1000;70;3485.300000;3698.200000;3592.240000
1000;75;3439.700000;3566.100000;3497.820000
1000;80;3467.700000;3596.000000;3535.100000
1000;85;3474.800000;3668.000000;3536.780000
1000;90;3470.500000;3805.300000;3622.240000
1000;95;3517.000000;3637.200000;3562.780000
1000;100;3458.200000;4082.800000;3625.780000
Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
2000;5;5926.900000;6002.900000;5963.480000
2000;10;5342.200000;5365.400000;5356.260000
2000;15;5274.600000;5422.000000;5314.720000
2000;20;5212.600000;5273.500000;5237.460000
2000;25;5205.000000;5254.300000;5232.520000
2000;30;5189.100000;5245.300000;5216.900000
2000;35;5733.900000;5786.900000;5761.080000
2000;40;5746.200000;5856.800000;5807.740000
2000;45;5770.500000;5797.900000;5786.700000
2000;50;5752.000000;6199.000000;5869.360000
2000;55;5754.000000;5800.200000;5776.700000
2000;60;5785.500000;5840.100000;5810.840000
2000;65;7401.500000;8721.000000;7764.160000
2000;70;7437.400000;7696.300000;7541.560000
2000;75;7339.400000;7551.500000;7458.460000
2000;80;7418.000000;7842.500000;7578.480000
2000;85;7494.400000;7579.000000;7530.400000
2000;90;7372.600000;7816.800000;7540.540000
2000;95;7405.100000;7804.800000;7597.340000
2000;100;7449.700000;7689.800000;7571.880000
Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
3000;5;9777.500000;9815.800000;9797.120000
3000;10;8761.700000;9048.200000;8836.300000
3000;15;8291.500000;9873.600000;8688.080000
3000;20;8262.200000;9217.400000;8612.120000
3000;25;8597.000000;9934.500000;9039.560000
3000;30;8582.300000;11656.100000;9361.340000
3000;35;8638.500000;9218.400000;8927.840000
3000;40;8560.700000;9319.200000;8730.620000
3000;45;8559.100000;9156.700000;8899.340000
3000;50;10278.600000;10570.100000;10434.500000
3000;55;10247.200000;10463.300000;10353.220000
3000;60;10341.100000;10525.100000;10394.220000
3000;65;10288.400000;10861.100000;10533.960000
3000;70;10339.400000;10465.000000;10400.120000
3000;75;10398.100000;10703.900000;10524.700000
3000;80;10344.300000;10929.500000;10523.460000
3000;85;10259.800000;10514.500000;10400.860000
3000;90;10377.600000;11116.700000;10620.120000
3000;95;14271.200000;15001.700000;14743.540000
3000;100;14388.000000;14856.900000;14665.040000
Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
4000;5;12901.600000;13417.500000;13036.100000
4000;10;11703.500000;12033.800000;11820.520000
4000;15;11619.100000;12123.300000;11823.440000
4000;20;11427.900000;11878.300000;11551.280000
4000;25;11478.300000;11557.900000;11514.480000
