Tamano del Vector;B1:Mejor Tiempo (us); B1:Peor Tiempo(us); B1:Tiempo Medio(us);;B2:Mejor Tiempo (us); B2:Peor Tiempo(us); B2:Tiempo Medio(us);;BInter:Mejor Tiempo (us); BInter:Peor Tiempo(us); BInter:Tiempo Medio(us)
90000;0.200000;0.400000;0.260000;;0.200000;0.300000;0.260000;;0.200000;0.300000;0.260000
91000;0.200000;0.300000;0.250000;;0.200000;0.300000;0.270000;;0.200000;0.300000;0.250000
92000;0.200000;0.900000;0.460000;;0.200000;0.600000;0.390000;;0.200000;0.600000;0.380000
93000;0.500000;1.000000;0.570000;;0.400000;0.600000;0.510000;;0.400000;0.600000;0.500000
94000;0.200000;0.300000;0.270000;;0.200000;0.300000;0.260000;;0.200000;0.300000;0.260000
95000;0.500000;1.800000;0.670000;;0.500000;0.700000;0.550000;;0.400000;0.600000;0.480000
96000;0.200000;0.700000;0.480000;;0.200000;0.500000;0.420000;;0.200000;0.600000;0.430000
97000;0.200000;0.300000;0.270000;;0.200000;0.300000;0.260000;;0.200000;0.300000;0.250000
98000;0.500000;0.600000;0.550000;;0.400000;0.600000;0.510000;;0.500000;0.600000;0.510000
99000;0.200000;0.300000;0.250000;;0.200000;0.300000;0.240000;;0.200000;0.300000;0.240000
100000;0.200000;0.900000;0.530000;;0.200000;0.600000;0.460000;;0.200000;0.600000;0.430000
